address,lat,lon,offer_type,series,building_material,build_year,floor,total_floors,rooms,area_total,condition,usd_price,is_old
"Бишкек, Восток-5 м-н, мамбетова",42.8717,74.632,от агента,105 серия,панельный,1999.0,3.0,5.0,1,34.0,среднее,58000,1
"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",42.8223,74.6161,от собственника,индивид. планировка,монолитный,2024.0,15.0,15.0,5,354.0,под самоотделку (псо),460000,0
"Бишкек, Кулатова- Матросова, Матросова, 3к",42.8625,74.6209,от агента,индивид. планировка,монолитный,2024.0,4.0,15.0,1,51.33,евроремонт,66000,0
"Бишкек, Восток-5 м-н",42.8721,74.6313,от агента,106 серия,панельный,1992.0,5.0,9.0,2,52.0,хорошее,87000,1
"Бишкек, Магистраль, Аалы Токомбаева 23/1",42.82,74.6169,от агента,элитка,монолитный,2023.0,7.0,10.0,3,95.0,евроремонт,160000,0
"Бишкек, Матросова, Суванбердиева 110",42.8485,74.6173,от собственника,элитка,монолитный,2023.0,10.0,12.0,2,42.0,евроремонт,85000,0
"Бишкек, Московская - Уметалиева, Киевская, 210",42.8752,74.5799,от агента,индивид. планировка,кирпичный,2018.0,10.0,10.0,1,58.0,евроремонт,105000,0
"Бишкек, Чуй - Алматинка, Гражданская 24",42.8758,74.6333,от агента,элитка,монолитный,2023.0,6.0,9.0,2,50.0,под самоотделку (псо),70500,0
"Бишкек, Джальская больница, Островская 136а/Айни",42.8496,74.5755,от агента,элитка,кирпичный,2026.0,16.0,18.0,2,79.0,под самоотделку (псо),88480,0
"Бишкек, Чуй - Алматинка, Чуй пр-т, 115а",42.8755,74.63,от агента,индивид. планировка,кирпичный,1966.0,3.0,5.0,1,31.1,евроремонт,57000,1
"Бишкек, Советская - Скрябина, Абая/Ахунбаева",42.8467,74.6022,от агента,элитка,монолитный,2022.0,10.0,16.0,2,74.0,евроремонт,129500,0
"Бишкек, Молодая Гвардия, Фрунзе, 466",42.8821,74.5769,от агента,индивид. планировка,монолитный,2024.0,12.0,15.0,1,52.0,евроремонт,82000,0
"Бишкек, Магистраль, Сухэ батора/Магистраль",42.814,74.6094,от агента,элитка,монолитный,2025.0,13.0,15.0,2,61.0,под самоотделку (псо),67000,0
"Бишкек, АЮ Grand,  ул.Анкара  1/13",42.8565,74.672,от агента,элитка,монолитный,2024.0,10.0,12.0,2,50.0,евроремонт,77500,0
"Бишкек, Лебединовка, Мичурина 121",42.8841,74.6807,от агента,элитка,монолитный,2022.0,6.0,9.0,2,48.0,под самоотделку (псо),43000,0
"Бишкек, Дворец спорта, Жибек Жолу 372",42.8837,74.5938,от агента,элитка,монолитный,2020.0,11.0,12.0,2,76.0,евроремонт,120000,0
"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",42.8451,74.5654,от агента,элитка,монолитный,2023.0,12.0,14.0,2,61.0,под самоотделку (псо),75000,0
"Бишкек, Московская - Белинка, Турусбекова/Боконбаева",42.8682,74.5845,от агента,элитка,монолитный,2019.0,13.0,15.0,2,65.0,евроремонт,128000,0
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8171,74.617,от агента,элитка,монолитный,2022.0,8.0,14.0,2,59.0,под самоотделку (псо),77000,0
"Бишкек, Филармония, Абдумомунова 290",42.8802,74.5898,от агента,элитка,кирпичный,2023.0,5.0,14.0,3,96.0,под самоотделку (псо),161000,0
"Бишкек, Матросова, Суванбердиева 110",42.8485,74.6173,от агента,элитка,монолитный,2023.0,8.0,12.0,3,99.0,евроремонт,155000,0
"Бишкек, Боталиева - Тулебердиева, Манаса-Васильева 201/2",42.9029,74.5863,от агента,элитка,кирпичный,2024.0,1.0,5.0,3,78.0,евроремонт,83500,0
"Бишкек, Горького - Алма-Атинская, 7 апреля 1а/1",42.8615,74.6336,от агента,элитка,монолитный,2026.0,14.0,14.0,1,49.0,под самоотделку (псо),48500,0
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8193,74.6143,от собственника,элитка,кирпичный,2022.0,9.0,12.0,1,58.3,евроремонт,110000,0
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,от агента,элитка,монолитный,2024.0,11.0,14.0,3,108.0,под самоотделку (псо),118800,0
"Бишкек, 6 м-н, Сухэ-Батора-Юнусалиева 5/3",42.826,74.6217,от агента,элитка,монолитный,2022.0,11.0,12.0,1,57.0,евроремонт,115000,0
"Бишкек, Магистраль, Куттубаева/Южная Магистраль",42.8163,74.6224,от агента,элитка,монолитный,2022.0,9.0,12.0,1,48.0,евроремонт,76500,0
"Бишкек, Советская - Скрябина, Медерова 44/2 / Жукеева-Пудовкина",42.8516,74.6152,от собственника,индивид. планировка,монолитный,2025.0,12.0,17.0,2,80.0,под самоотделку (псо),105000,0
"Бишкек, Магистраль, Байтик Баатыра, 4б",42.8176,74.6065,от агента,индивид. планировка,кирпичный,2022.0,3.0,14.0,3,79.64,евроремонт,177000,0
"Бишкек, Гагарина,  ул.Поваринская, мкр. Джал",42.8474,74.5671,от агента,элитка,монолитный,2023.0,7.0,16.0,2,77.0,под самоотделку (псо),91990,0
"Бишкек, Магистраль,  ул. А. Малдыбаева 277 (пер. ул. А. Масалиева)/Масалиева",42.825,74.5974,от агента,элитка,монолитный,2025.0,15.0,20.0,1,54.0,под самоотделку (псо),63500,0
"Бишкек, ТЭЦ, Проспект Шабдан Баатыра 45",42.8773,74.6515,от собственника,104 серия,кирпичный,2022.0,3.0,4.0,2,47.0,евроремонт,76900,0
"Бишкек, Магистраль, Магистраль/Сухэ Батора",42.8228,74.6152,от агента,элитка,монолитный,2022.0,13.0,16.0,2,65.0,евроремонт,125000,0
"Бишкек, 5 м-н",42.8322,74.6288,от агента,106 серия,панельный,1992.0,4.0,9.0,1,38.0,хорошее,67000,1
"Бишкек, Советская - Скрябина, Медерова 44/2 / Жукеева-Пудовкина",42.8516,74.6152,от агента,элитка,монолитный,2025.0,12.0,17.0,1,49.19,под самоотделку (псо),67500,0
"Бишкек, Магистраль, Токомбаева / Куттубаева",42.8162,74.6182,от собственника,элитка,кирпичный,2024.0,15.0,21.0,1,55.0,под самоотделку (псо),77000,0
"Бишкек, Кара-Жыгач ж/м, Дордой 40/Анкара",42.8607,74.6519,от агента,элитка,кирпичный,2024.0,1.0,5.0,1,47.0,евроремонт,68000,0
"Бишкек, Гагарина, Тимура Фрунзе/Гагарина",42.8517,74.5348,от агента,элитка,монолитный,2023.0,4.0,10.0,3,91.0,под самоотделку (псо),93000,0
"Бишкек, АЮ Grand,  ул. Анкара 1/31",42.8563,74.6886,от агента,элитка,кирпичный,2024.0,12.0,14.0,1,41.0,под самоотделку (псо),42500,0
"Бишкек, Старый аэропорт, Бакаева, 132а",42.8412,74.578,от агента,индивид. планировка,кирпичный,2014.0,4.0,5.0,3,113.6,евроремонт,185000,0
"Бишкек, Юг-2 м-н",42.8597,74.6098,от агента,104 серия,панельный,1992.0,1.0,4.0,3,58.0,хорошее,81000,1
"Бишкек, Джал-23 м-н (Нижний Джал)",42.8422,74.5638,от агента,105 серия,панельный,1992.0,4.0,9.0,3,72.0,хорошее,99500,1
"Бишкек, АЮ Grand,  ул.Анкар  1/13",42.8565,74.672,от собственника,элитка,монолитный,2024.0,1.0,14.0,3,88.0,евроремонт,107000,0
"Бишкек, Молодая Гвардия, рыскулова 95/молодая гвардия",42.8803,74.5741,от агента,индивид. планировка,панельный,2012.0,8.0,8.0,3,87.0,евроремонт,95000,0
"Бишкек, Средний Джал м-н",42.8391,74.5665,от агента,элитка,кирпичный,2018.0,10.0,13.0,1,47.0,евроремонт,63000,0
"Бишкек, Магистраль, Сухэ Батора/Токомбаева",42.8213,74.6168,от агента,элитка,кирпичный,2022.0,14.0,14.0,2,70.0,евроремонт,120000,0
"Бишкек, Мед. академия 20",42.8451,74.6055,от агента,индивид. планировка,кирпичный,1980.0,1.0,5.0,1,32.0,среднее,55000,1
"Бишкек, Ак Кеме",42.8393,74.5846,от агента,индивид. планировка,кирпичный,2014.0,7.0,11.0,3,175.0,хорошее,280000,0
"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",42.8192,74.6031,от агента,элитка,монолитный,2022.0,6.0,14.0,3,75.0,хорошее,135000,0
"Бишкек, с. Кок-Джар, мкр. Кок Жар",42.8206,74.649,от агента,элитка,монолитный,2023.0,12.0,14.0,2,66.0,под самоотделку (псо),72600,0
"Бишкек, Мадина,  ул. 7 апреля",42.8689,74.6377,от агента,элитка,монолитный,2022.0,14.0,16.0,1,44.0,под самоотделку (псо),61500,0
"Бишкек, Космос, Абая 93/1",42.8489,74.6,от агента,элитка,монолитный,2023.0,4.0,12.0,1,43.0,под самоотделку (псо),63500,0
"Бишкек, Московская - Уметалиева, Боконбаева Уметалиева",42.8679,74.581,от агента,индивид. планировка,кирпичный,2022.0,12.0,12.0,2,82.0,под самоотделку (псо),69000,0
"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",42.8171,74.6059,от агента,элитка,монолитный,2022.0,5.0,14.0,2,80.0,евроремонт,155000,0
"Бишкек, Магистраль, Токомбаева-Сухэ-батора",42.8191,74.6129,от агента,элитка,монолитный,2024.0,10.0,18.0,2,86.0,под самоотделку (псо),141900,0
