address,lat,lon,offer_type,series,building_material,build_year,floor,total_floors,rooms,area_total,area_living,condition,usd_price
"Бишкек, КНУ",42.8862,74.591,от собственника,индивид. планировка,кирпичный,,1.0,2.0,3,52.0,376.0,среднее,70000
"Бишкек, Магистраль, Токомбаева-Сухэ-батора",42.8191,74.6129,от агента,элитка,монолитный,2024.0,16.0,18.0,2,86.0,,под самоотделку (псо),127000
"Бишкек, Магистраль, Б. Баатыра/А. Токомбаева",42.8181,74.6031,от агента,элитка,монолитный,2021.0,12.0,12.0,2,80.0,,под самоотделку (псо),90000
"Бишкек, Кок-Жар ж/м, Кок-Жар (Куйручук/ Тон)",42.8518,74.6407,от агента,элитка,монолитный,2025.0,9.0,10.0,1,41.17,17.0,под самоотделку (псо),43000
"Бишкек, Кок-Жар ж/м",42.8365,74.6453,от агента,элитка,кирпичный,2023.0,2.0,12.0,1,53.6,,под самоотделку (псо),56280
"Бишкек, КНУ",42.8829,74.5822,от агента,элитка,панельный,,12.0,13.0,1,48.0,,хорошее,72000
"Бишкек, Дворец спорта, Рыскулова 79б",42.879,74.5948,от агента,элитка,монолитный,2017.0,10.0,12.0,3,115.0,,под самоотделку (псо),169500
"Бишкек, VEFA, Геологический пер., 3",42.8583,74.6153,от агента,105 серия,панельный,1989.0,3.0,9.0,1,48.0,30.0,,88000
"Бишкек, Магистраль, Сухэ Батора 23/14/Токомбаева",42.8219,74.6172,от агента,элитка,монолитный,2022.0,12.0,14.0,1,55.0,55.0,евроремонт,97500
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,от агента,элитка,монолитный,2024.0,7.0,12.0,1,53.0,,под самоотделку (псо),67000
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,от агента,элитка,монолитный,2024.0,4.0,12.0,3,104.0,,под самоотделку (псо),112320
"Бишкек, Ынтымак ж/м, Магистральная/Курултай",42.8099,74.5734,от агента,106 серия улучшенная,монолитный,2024.0,8.0,9.0,2,61.0,,под самоотделку (псо),63000
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8566,74.6386,от агента,элитка,монолитный,2023.0,6.0,9.0,1,53.0,,евроремонт,71500
"Бишкек, Академия МВД, Л.Толстого/Ч.Валиханова",42.8687,74.6781,от агента,элитка,кирпичный,2026.0,3.0,12.0,1,43.0,,под самоотделку (псо),41000
"Бишкек, Пишпек ж/м, Репина/М. Алыбаева",42.8634,74.5501,от агента,элитка,монолитный,2022.0,9.0,12.0,3,87.19,,под самоотделку (псо),78500
"Бишкек, Филармония, ПР.МАНАСА/УЛ.РЫСКУЛОВА",42.879,74.5889,от агента,элитка,монолитный,2025.0,3.0,22.0,4,164.0,,под самоотделку (псо),328000
"Бишкек, с. Кок-Джар, Кок-Жар, ул.Арашан 10",42.8169,74.6489,от агента,элитка,монолитный,2025.0,2.0,12.0,2,60.0,,под самоотделку (псо),59900
"Бишкек, Космос, Абая 93Б",42.8481,74.6015,от собственника,элитка,монолитный,2025.0,6.0,12.0,2,76.0,50.0,под самоотделку (псо),106400
"Бишкек, Аламедин-1 м-н 93",42.8756,74.6858,от собственника,105 серия,панельный,1981.0,8.0,9.0,1,35.0,18.0,хорошее,55000
"Бишкек, Военторг, Токтогула/Тоголок Молдо",42.8717,74.5932,от агента,элитка,монолитный,2021.0,3.0,13.0,2,70.0,,евроремонт,150000
"Бишкек, Джал-23 м-н (Нижний Джал), Курчатова 73",42.842,74.564,от агента,элитка,монолитный,2020.0,7.0,9.0,2,73.0,,евроремонт,108000
"Бишкек, Мед. академия, Абая 58/4",42.8447,74.6035,от собственника,элитка,монолитный,2015.0,12.0,13.0,4,91.0,,евроремонт,150000
"Бишкек, Магистраль, Токомбаева, 21",42.8174,74.6151,от агента,индивид. планировка,монолитный,2024.0,3.0,8.0,4,164.0,120.0,,320000
"Бишкек, Молодая Гвардия, Фрунзе/бул. Молодой Гвардии",42.8821,74.5768,от агента,элитка,монолитный,2021.0,11.0,15.0,3,63.0,,евроремонт,96000
"Бишкек, Московская - Белинка, Насирдина Исанова, 42",42.8714,74.5908,от агента,индивид. планировка,монолитный,2006.0,5.0,6.0,4,168.0,94.0,,280000
"Бишкек, 6 м-н",42.8265,74.627,от агента,104 серия,панельный,,2.0,4.0,3,57.0,,среднее,85000
"Бишкек, Московская - Белинка 8",42.8669,74.5905,от собственника,106 серия улучшенная,панельный,1993.0,4.0,9.0,3,100.0,65.0,евроремонт,165000
"Бишкек, Кызыл-Аскер ж/м",42.8721,74.5441,от агента,хрущевка,кирпичный,1975.0,1.0,4.0,1,58.0,,под самоотделку (псо),58000
"Бишкек, Горького - Алма-Атинская, Анкара 3/4",42.8564,74.6424,от собственника,108 серия,панельный,2025.0,2.0,10.0,1,51.0,,евроремонт,75000
"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",42.8171,74.6059,от агента,элитка,монолитный,2022.0,9.0,14.0,4,132.0,,под самоотделку (псо),199000
"Бишкек, Верхний Джал м-н",42.835,74.5664,от агента,106 серия,кирпичный,,8.0,9.0,1,35.0,,евроремонт,62000
"Бишкек, Нижний Токольдош, Восток-5 по ул. Кийизбаева",42.8695,74.6306,от агента,элитка,кирпичный,2023.0,5.0,12.0,2,52.0,,евроремонт,79000
"Бишкек, Джал-23 м-н (Нижний Джал), Ахунбаева 198",42.8435,74.5665,от агента,элитка,монолитный,2014.0,7.0,9.0,3,104.0,,евроремонт,145000
"Бишкек, Верхний Джал м-н, Джал-29 мкр, 45",42.8341,74.5665,от агента,индивид. планировка,монолитный,2018.0,9.0,9.0,2,71.0,59.9,,91000
"Бишкек, Магистраль, Магистраль/Сухэ Батора",42.8228,74.6152,от агента,элитка,монолитный,2022.0,13.0,16.0,2,78.5,,евроремонт,156000
"Бишкек, Средний Джал м-н",42.8404,74.5662,от агента,106 серия,панельный,,4.0,9.0,2,53.0,,евроремонт,86500
"Бишкек, Ипподром, Льва Толстого 126/8/Садырбаева",42.8647,74.5562,от агента,элитка,кирпичный,2017.0,5.0,10.0,1,43.1,,евроремонт,63000
"Бишкек, Магистраль, Сухэ Батора/Токомбаева",42.8213,74.6168,от агента,элитка,кирпичный,2022.0,7.0,14.0,1,49.62,,под самоотделку (псо),61500
"Бишкек, Магистраль, Сухэ Батора и Токомбаева",42.8179,74.6131,от агента,элитка,монолитный,2024.0,10.0,16.0,2,86.7,,под самоотделку (псо),112710
"Бишкек, Магистраль, Ч. Айтматова/Масалиева",42.8249,74.591,от агента,108 серия,монолитный,2022.0,4.0,9.0,2,67.0,,евроремонт,105000
"Бишкек, Ошский рынок",42.878,74.567,от агента,индивид. планировка,кирпичный,,10.0,12.0,1,33.0,,среднее,47900
"Бишкек, Моссовет",42.8683,74.6103,от агента,индивид. планировка,кирпичный,,3.0,5.0,1,42.0,,евроремонт,76500
"Бишкек, Восток-5 м-н, Армейская/Мамбетова",42.8692,74.6333,от агента,индивид. планировка,кирпичный,2025.0,3.0,3.0,2,68.0,,хорошее,76500
"Бишкек, Старый аэропорт, Ажыбек Баатыра 1/10",42.8386,74.5793,от агента,элитка,монолитный,2026.0,14.0,14.0,1,44.28,,под самоотделку (псо),51000
"Бишкек, Магистраль,  ул. Малдыбаева, 261",42.8233,74.5967,от агента,элитка,монолитный,2025.0,8.0,15.0,2,78.71,,под самоотделку (псо),78710
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8566,74.6386,от агента,элитка,монолитный,2023.0,6.0,16.0,1,54.0,,под самоотделку (псо),52000
"Бишкек, Магистраль, пр. Ч. Айтматова",42.8236,74.5858,от собственника,элитка,панельный,2022.0,6.0,14.0,4,141.0,108.0,под самоотделку (псо),198000
"Бишкек, Джал-29 м-н, Садырбаева 258а/Тыналиева",42.8306,74.5657,от собственника,элитка,монолитный,2024.0,10.0,12.0,3,108.0,60.0,под самоотделку (псо),135000
"Бишкек, 9 м-н, 9-й микрорайон, 6а",42.8369,74.6051,от агента,104 серия,кирпичный,1971.0,4.0,4.0,3,58.0,44.0,,83000
"Бишкек, Кок-Жар ж/м",42.8411,74.6403,от агента,элитка,монолитный,2023.0,3.0,9.0,3,67.0,,под самоотделку (псо),83000
"Бишкек, Аламедин-1 м-н, Аламедин-1 микрорайон, 93",42.8755,74.6858,от агента,105 серия,панельный,1981.0,2.0,9.0,1,35.0,18.0,,59000
"Бишкек, Советская - Скрябина, Медерова/Элебаева",42.8525,74.6143,от агента,элитка,монолитный,2020.0,6.0,14.0,3,132.0,,евроремонт,280000
"Бишкек, Средний Джал м-н",42.8401,74.5663,от агента,105 серия,панельный,,3.0,9.0,3,62.0,,хорошее,97000
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля/Алматинка",42.8566,74.6386,от агента,элитка,монолитный,2023.0,7.0,9.0,2,53.0,,евроремонт,64500
"Бишкек, Карпинка, Московская, 15",42.8691,74.6231,от агента,105 серия,панельный,1972.0,4.0,5.0,2,48.2,30.0,,86000
"Бишкек, Магистраль, Сухэ Батора/Токомбаева",42.8195,74.6155,от собственника,элитка,монолитный,2019.0,5.0,12.0,3,125.0,,евроремонт,245000
